ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	iteration	total_time	mean_time	train_loss	test_loss	train_TPR	train_FPR	test_TPR	test_FPR
14	images/14.png	gauss	25	80	24	1	0	0	0	1	1	0	5	28	8	8	3	8	1	0	0.3	Linear	L2	3.0	400	3333	1868.095	4.67	0.693	0.693	0.852	0.734	0.895	0.667
15	images/15.png	gauss	25	20	23	1	1	1	1	1	1	1	6	25	4	4	5	3	4	5	0.0001	Linear	L2	10.0	25	217	134.567	5.383	0.686	0.679	0.696	0.353	0.779	0.181
16	images/16.png	gauss	25	20	23	1	1	1	1	1	1	1	6	25	4	4	5	3	4	5	0.0001	Linear	L2	10.0	50	434	258.946	5.179	0.686	0.679	0.696	0.353	0.779	0.181
17	images/17.png	gauss	25	20	23	1	1	1	1	1	1	1	6	25	4	4	5	3	4	5	0.0001	Linear	L2	10.0	100	869	522.12	5.221	0.686	0.679	0.696	0.353	0.779	0.181
18	images/18.png	gauss	25	20	23	1	1	1	1	1	1	1	6	25	4	4	5	3	4	5	0.0001	Linear	L2	10.0	200	1739	1047.217	5.236	0.686	0.679	0.696	0.353	0.779	0.181
19	images/19.png	gauss	25	20	23	1	1	1	1	1	1	1	6	25	4	4	5	3	4	5	0.0001	Linear	L2	10.0	400	3478	2057.47	5.144	0.686	0.679	0.696	0.353	0.779	0.181
20	images/20.png	gauss	25	60	23	0	1	1	1	1	0	1	6	36	2	8	5	6	7	8	0.003	Sigmoid	L2	0.3	25	217	139.48	5.579	0.776	0.76	0	0	0	0
21	images/21.png	gauss	25	60	23	0	1	1	1	1	0	1	6	36	2	8	5	6	7	8	0.003	Sigmoid	L2	0.3	50	434	272.73	5.455	0.722	0.712	0	0	0	0
22	images/22.png	gauss	25	60	23	0	1	1	1	1	0	1	6	36	2	8	5	6	7	8	0.003	Sigmoid	L2	0.3	100	869	548.928	5.489	0.701	0.696	0	0	0	0
23	images/23.png	gauss	25	60	23	0	1	1	1	1	0	1	6	36	2	8	5	6	7	8	0.003	Sigmoid	L2	0.3	200	1739	1070.167	5.351	0.695	0.693	0	0	0	0
24	images/24.png	gauss	25	60	23	0	1	1	1	1	0	1	6	36	2	8	5	6	7	8	0.003	Sigmoid	L2	0.3	400	3478	2107.171	5.268	0.693	0.692	0	0	0	0
25	images/25.png	gauss	25	30	5	0	0	1	0	0	0	0	2	15	8	7	0	0	0	0	0.3	Linear	None	1.0	25	1000	424.352	16.974	0.695	0.691	0.138	0.097	0.028	0.145
26	images/26.png	gauss	25	30	5	0	0	1	0	0	0	0	2	15	8	7	0	0	0	0	0.3	Linear	None	1.0	50	2000	845.881	16.918	0.694	0.692	0.138	0.097	0.028	0.159
27	images/27.png	gauss	25	30	5	0	0	1	0	0	0	0	2	15	8	7	0	0	0	0	0.3	Linear	None	1.0	100	4000	1688.182	16.882	0.696	0.69	0.138	0.097	0.085	0.188
28	images/28.png	gauss	25	30	5	0	0	1	0	0	0	0	2	15	8	7	0	0	0	0	0.3	Linear	None	1.0	200	8000	3395.054	16.975	0.702	0.688	0.138	0.097	0.085	0.188
29	images/29.png	gauss	25	30	5	0	0	1	0	0	0	0	2	15	8	7	0	0	0	0	0.3	Linear	None	1.0	400	16000	6763.005	16.908	0.714	0.686	1.0	1.0	1.0	1.0
30	images/30.png	gauss	25	60	16	0	1	1	0	1	0	0	2	11	6	5	0	0	0	0	0.1	Sigmoid	L2	0.3	25	312	146.897	5.876	0.299	0.269	0.915	0.033	0.951	0.128
31	images/31.png	gauss	25	60	16	0	1	1	0	1	0	0	2	11	6	5	0	0	0	0	0.1	Sigmoid	L2	0.3	50	625	311.137	6.223	0.287	0.249	0.915	0.033	0.951	0.128
32	images/32.png	gauss	25	60	16	0	1	1	0	1	0	0	2	11	6	5	0	0	0	0	0.1	Sigmoid	L2	0.3	100	1250	609.061	6.091	0.276	0.237	0.915	0.033	0.951	0.103
33	images/33.png	gauss	25	60	16	0	1	1	0	1	0	0	2	11	6	5	0	0	0	0	0.1	Sigmoid	L2	0.3	200	2500	1191.801	5.959	0.272	0.221	0.932	0.016	0.951	0.128
34	images/34.png	gauss	25	60	16	0	1	1	0	1	0	0	2	11	6	5	0	0	0	0	0.1	Sigmoid	L2	0.3	400	5000	2320.218	5.801	0.27	0.21	0.932	0	0.951	0.077
35	images/35.png	gauss	25	10	26	0	1	0	0	1	0	1	2	7	5	2	0	0	0	0	1.0	Linear	None	0.03	25	192	95.134	3.805	0.548	0.467	0.1	0.1	0.122	0.278
36	images/36.png	gauss	25	10	26	0	1	0	0	1	0	1	2	7	5	2	0	0	0	0	1.0	Linear	None	0.03	50	384	206.422	4.128	0.549	0.467	0.1	0.1	0.144	0.278
37	images/37.png	gauss	25	10	26	0	1	0	0	1	0	1	2	7	5	2	0	0	0	0	1.0	Linear	None	0.03	100	769	396.394	3.964	0.56	0.467	0.1	0	0.156	0.267
38	images/38.png	gauss	25	10	26	0	1	0	0	1	0	1	2	7	5	2	0	0	0	0	1.0	Linear	None	0.03	200	1538	771.571	3.858	0.579	0.467	0.1	0	0.178	0.256
39	images/39.png	gauss	25	10	26	0	1	0	0	1	0	1	2	7	5	2	0	0	0	0	1.0	Linear	None	0.03	400	3076	1500.035	3.75	0.583	0.467	0.1	0.1	0.211	0.222
40	images/40.png	gauss	25	50	24	1	1	1	0	1	0	1	5	24	7	4	8	1	4	0	1.0	Sigmoid	L1	0.001	25	208	125.272	5.011	0.688	0.689	1.0	1.0	1.0	1.0
41	images/41.png	gauss	25	50	24	1	1	1	0	1	0	1	5	24	7	4	8	1	4	0	1.0	Sigmoid	L1	0.001	50	416	261.613	5.232	0.219	0.244	0.898	0.039	0.961	0.041
42	images/42.png	gauss	25	50	24	1	1	1	0	1	0	1	5	24	7	4	8	1	4	0	1.0	Sigmoid	L1	0.001	100	833	503.426	5.034	0.263	0.22	0.959	0.059	0.98	0.122
43	images/43.png	gauss	25	50	24	1	1	1	0	1	0	1	5	24	7	4	8	1	4	0	1.0	Sigmoid	L1	0.001	200	1666	984.839	4.924	0.247	0.188	0.98	0.039	0.98	0.102
44	images/44.png	gauss	25	50	24	1	1	1	0	1	0	1	5	24	7	4	8	1	4	0	1.0	Sigmoid	L1	0.001	400	3333	1922.147	4.805	0.247	0.187	0.98	0.039	0.98	0.102
45	images/45.png	gauss	25	30	10	1	0	1	1	0	1	1	1	7	7	0	0	0	0	0	0.003	Tanh	L1	0.03	25	500	207.529	8.301	1.019	0.966	0	0.032	0.042	0.058
46	images/46.png	gauss	25	30	10	1	0	1	1	0	1	1	1	7	7	0	0	0	0	0	0.003	Tanh	L1	0.03	50	1000	428.552	8.571	0.984	0.917	0	0.032	0.042	0.058
47	images/47.png	gauss	25	30	10	1	0	1	1	0	1	1	1	7	7	0	0	0	0	0	0.003	Tanh	L1	0.03	100	2000	844.46	8.445	0.732	0.702	0	0.032	0.056	0.058
48	images/48.png	gauss	25	30	10	1	0	1	1	0	1	1	1	7	7	0	0	0	0	0	0.003	Tanh	L1	0.03	200	4000	1665.006	8.325	0.634	0.628	0.103	0.032	0.07	0.058
49	images/49.png	gauss	25	30	10	1	0	1	1	0	1	1	1	7	7	0	0	0	0	0	0.003	Tanh	L1	0.03	400	8000	3286.792	8.217	0.619	0.599	0.552	0.452	0.577	0.464
