ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	iteration	total_time	mean_time	train_loss	test_loss	train_TPR	train_FPR	test_TPR	test_FPR
16	images/16.png	spiral	25	30	30	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0.3	Sigmoid	L2	0.001	50	333	182.7	3.654	0.698	0.638	0.6	0.3	0.443	0.357
17	images/17.png	spiral	25	30	30	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0.3	Sigmoid	L2	0.001	100	666	348.592	3.486	0.693	0.612	0.633	0.3	0.486	0.371
18	images/18.png	spiral	25	30	30	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0.3	Sigmoid	L2	0.001	200	1333	662.834	3.314	0.695	0.577	0.7	0.3	0.486	0.386
19	images/19.png	spiral	25	30	30	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0.3	Sigmoid	L2	0.001	400	2666	1251.853	3.13	0.72	0.541	0.733	0.3	0.5	0.386
20	images/20.png	spiral	25	60	2	0	0	1	1	1	0	1	2	8	7	1	0	0	0	0	0.01	ReLU	None	0.1	25	2500	1045.905	41.836	0.663	0.627	0.281	0.036	0.139	0.045
21	images/21.png	spiral	25	60	2	0	0	1	1	1	0	1	2	8	7	1	0	0	0	0	0.01	ReLU	None	0.1	50	5000	2098.171	41.963	0.666	0.624	0.281	0.036	0.139	0.068
22	images/22.png	spiral	25	60	2	0	0	1	1	1	0	1	2	8	7	1	0	0	0	0	0.01	ReLU	None	0.1	100	10000	4199.075	41.991	0.671	0.623	0.281	0.036	0.139	0.068
23	images/23.png	spiral	25	60	2	0	0	1	1	1	0	1	2	8	7	1	0	0	0	0	0.01	ReLU	None	0.1	200	20000	8378.37	41.892	0.674	0.622	0.281	0.018	0.139	0.068
24	images/24.png	spiral	25	60	2	0	0	1	1	1	0	1	2	8	7	1	0	0	0	0	0.01	ReLU	None	0.1	400	40000	16693.949	41.735	0.723	0.619	0.281	0.018	0.139	0.136
25	images/25.png	spiral	25	50	16	0	1	0	1	1	1	1	4	15	3	5	2	5	0	0	0.003	Linear	None	0.3	25	312	163.422	6.537	0.704	0.688	0.784	0.531	0.776	0.686
26	images/26.png	spiral	25	50	16	0	1	0	1	1	1	1	4	15	3	5	2	5	0	0	0.003	Linear	None	0.3	50	625	331.543	6.631	0.68	0.665	0.765	0.531	0.776	0.647
27	images/27.png	spiral	25	50	16	0	1	0	1	1	1	1	4	15	3	5	2	5	0	0	0.003	Linear	None	0.3	100	1250	662.965	6.63	0.667	0.651	0.745	0.551	0.735	0.608
28	images/28.png	spiral	25	50	16	0	1	0	1	1	1	1	4	15	3	5	2	5	0	0	0.003	Linear	None	0.3	200	2500	1296.732	6.484	0.644	0.627	0.588	0.469	0.633	0.412
29	images/29.png	spiral	25	50	16	0	1	0	1	1	1	1	4	15	3	5	2	5	0	0	0.003	Linear	None	0.3	400	5000	2547.422	6.369	0.647	0.621	0.647	0.551	0.694	0.627
30	images/30.png	spiral	25	80	3	0	0	0	0	1	0	0	5	23	5	1	4	5	8	0	0.01	Tanh	L2	0.03	25	1666	846.988	33.88	0.696	0.688	0.768	0.718	0.611	0.773
31	images/31.png	spiral	25	80	3	0	0	0	0	1	0	0	5	23	5	1	4	5	8	0	0.01	Tanh	L2	0.03	50	3333	1707.435	34.149	0.703	0.689	0.793	0.718	0.611	0.773
32	images/32.png	spiral	25	80	3	0	0	0	0	1	0	0	5	23	5	1	4	5	8	0	0.01	Tanh	L2	0.03	100	6666	3390.367	33.904	0.705	0.688	0.78	0.718	0.611	0.773
33	images/33.png	spiral	25	80	3	0	0	0	0	1	0	0	5	23	5	1	4	5	8	0	0.01	Tanh	L2	0.03	200	13333	6768.335	33.842	0.706	0.687	0.78	0.718	0.611	0.773
34	images/34.png	spiral	25	80	3	0	0	0	0	1	0	0	5	23	5	1	4	5	8	0	0.01	Tanh	L2	0.03	400	26666	13468.946	33.672	0.707	0.686	0.78	0.718	0.611	0.773
35	images/35.png	spiral	25	10	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0.003	Sigmoid	L2	1.0	25	714	261.312	10.452	0.722	0.705	0.333	0.455	0.44	0.472
36	images/36.png	spiral	25	10	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0.003	Sigmoid	L2	1.0	50	1428	547.939	10.959	0.711	0.679	0.333	0.364	0.341	0.438
37	images/37.png	spiral	25	10	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0.003	Sigmoid	L2	1.0	100	2857	1087.339	10.873	0.701	0.645	0.333	0.455	0.352	0.416
38	images/38.png	spiral	25	10	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0.003	Sigmoid	L2	1.0	200	5714	2121.887	10.609	0.695	0.606	0.333	0.364	0.341	0.348
39	images/39.png	spiral	25	10	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0.003	Sigmoid	L2	1.0	400	11428	4203.257	10.508	0.695	0.577	0.333	0.364	0.341	0.337
40	images/40.png	spiral	25	20	19	0	0	1	0	0	0	0	3	13	1	4	8	0	0	0	10.0	ReLU	None	1.0	25	263	134.341	5.374	0.693	0.693	0.7	0.65	0.562	0.562
41	images/41.png	spiral	25	20	19	0	0	1	0	0	0	0	3	13	1	4	8	0	0	0	10.0	ReLU	None	1.0	50	526	279.83	5.597	0.693	0.693	0.75	0.75	0.637	0.613
42	images/42.png	spiral	25	20	19	0	0	1	0	0	0	0	3	13	1	4	8	0	0	0	10.0	ReLU	None	1.0	100	1052	552.758	5.528	0.693	0.693	0.7	0.65	0.562	0.575
43	images/43.png	spiral	25	20	19	0	0	1	0	0	0	0	3	13	1	4	8	0	0	0	10.0	ReLU	None	1.0	200	2105	1076.638	5.383	0.693	0.693	0.6	0.65	0.537	0.512
44	images/44.png	spiral	25	20	19	0	0	1	0	0	0	0	3	13	1	4	8	0	0	0	10.0	ReLU	None	1.0	400	4210	2115.223	5.288	0.693	0.693	0.6	0.65	0.5	0.475
45	images/45.png	spiral	25	70	30	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0.1	Sigmoid	L2	0.3	25	166	73.387	2.935	0.87	0.935	0.493	0.333	0.621	0.355
46	images/46.png	spiral	25	70	30	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0.1	Sigmoid	L2	0.3	50	333	171.184	3.424	0.841	0.915	0.535	0.377	0.655	0.355
47	images/47.png	spiral	25	70	30	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0.1	Sigmoid	L2	0.3	100	666	324.948	3.249	0.676	0.635	0.394	0.362	0.483	0.419
48	images/48.png	spiral	25	70	30	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0.1	Sigmoid	L2	0.3	200	1333	600.746	3.004	0.667	0.63	0.394	0.377	0.483	0.452
49	images/49.png	spiral	25	70	30	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0.1	Sigmoid	L2	0.3	400	2666	1157.997	2.895	0.665	0.625	0.451	0.478	0.552	0.516
