ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	iteration	total_time	mean_time	train_loss	test_loss	train_TPR	train_FPR	test_TPR	test_FPR
28	images/28.png	xor	25	40	10	0	0	0	0	0	0	1	4	10	6	2	1	1	0	0	0.01	Tanh	L2	1.0	200	4000	2005.497	10.027	0.701	0.681	0.447	0.333	0.267	0.267
29	images/29.png	xor	25	40	10	0	0	0	0	0	0	1	4	10	6	2	1	1	0	0	0.01	Tanh	L2	1.0	400	8000	3968.472	9.921	0.708	0.676	0.5	0.333	0.3	0.267
30	images/30.png	xor	25	90	24	1	1	1	1	1	1	1	5	23	7	4	1	5	6	0	1e-05	Sigmoid	L2	3.0	25	208	126.488	5.06	0.674	0.721	0	0	0	0
31	images/31.png	xor	25	90	24	1	1	1	1	1	1	1	5	23	7	4	1	5	6	0	1e-05	Sigmoid	L2	3.0	50	416	256.541	5.131	0.674	0.721	0	0	0	0
32	images/32.png	xor	25	90	24	1	1	1	1	1	1	1	5	23	7	4	1	5	6	0	1e-05	Sigmoid	L2	3.0	100	833	508.079	5.081	0.674	0.72	0	0	0	0
33	images/33.png	xor	25	90	24	1	1	1	1	1	1	1	5	23	7	4	1	5	6	0	1e-05	Sigmoid	L2	3.0	200	1666	994.362	4.972	0.674	0.72	0	0	0	0
34	images/34.png	xor	25	90	24	1	1	1	1	1	1	1	5	23	7	4	1	5	6	0	1e-05	Sigmoid	L2	3.0	400	3333	1936.933	4.842	0.674	0.719	0	0	0	0
35	images/35.png	xor	25	30	20	1	1	1	1	1	0	1	5	19	6	4	5	1	3	0	3.0	Tanh	L2	0.1	25	250	145.911	5.836	0.693	0.693	0	0	0	0
36	images/36.png	xor	25	30	20	1	1	1	1	1	0	1	5	19	6	4	5	1	3	0	3.0	Tanh	L2	0.1	50	500	303.428	6.069	0.693	0.693	0	0	0	0
37	images/37.png	xor	25	30	20	1	1	1	1	1	0	1	5	19	6	4	5	1	3	0	3.0	Tanh	L2	0.1	100	1000	600.169	6.002	0.693	0.693	0	0	0	0
38	images/38.png	xor	25	30	20	1	1	1	1	1	0	1	5	19	6	4	5	1	3	0	3.0	Tanh	L2	0.1	200	2000	1165.22	5.826	0.693	0.693	0	0	0	0
39	images/39.png	xor	25	30	20	1	1	1	1	1	0	1	5	19	6	4	5	1	3	0	3.0	Tanh	L2	0.1	400	4000	2268.706	5.672	0.693	0.693	0	0	0	0
40	images/40.png	xor	25	70	30	0	0	0	1	1	1	0	2	10	5	5	0	0	0	0	0.001	Sigmoid	L1	1.0	25	166	85.875	3.435	0.797	0.812	0	0	0	0
41	images/41.png	xor	25	70	30	0	0	0	1	1	1	0	2	10	5	5	0	0	0	0	0.001	Sigmoid	L1	1.0	50	333	192.259	3.845	0.78	0.793	0	0	0	0
42	images/42.png	xor	25	70	30	0	0	0	1	1	1	0	2	10	5	5	0	0	0	0	0.001	Sigmoid	L1	1.0	100	666	358.683	3.587	0.757	0.766	0	0	0	0
43	images/43.png	xor	25	70	30	0	0	0	1	1	1	0	2	10	5	5	0	0	0	0	0.001	Sigmoid	L1	1.0	200	1333	693.761	3.469	0.733	0.739	0	0	0	0
44	images/44.png	xor	25	70	30	0	0	0	1	1	1	0	2	10	5	5	0	0	0	0	0.001	Sigmoid	L1	1.0	400	2666	1340.16	3.35	0.716	0.719	0	0	0	0
45	images/45.png	xor	25	20	16	0	1	1	0	1	0	1	4	18	2	6	5	5	0	0	10.0	Linear	L1	0.1	25	312	165.299	6.612	0.695	0.693	0.421	0.048	0.532	0.062
46	images/46.png	xor	25	20	16	0	1	1	0	1	0	1	4	18	2	6	5	5	0	0	10.0	Linear	L1	0.1	50	625	350.02	7.0	0.695	0.693	0.421	0.048	0.532	0.062
47	images/47.png	xor	25	20	16	0	1	1	0	1	0	1	4	18	2	6	5	5	0	0	10.0	Linear	L1	0.1	100	1250	671.444	6.714	0.695	0.693	0.421	0.048	0.532	0.062
48	images/48.png	xor	25	20	16	0	1	1	0	1	0	1	4	18	2	6	5	5	0	0	10.0	Linear	L1	0.1	200	2500	1310.564	6.553	0.695	0.693	0.421	0.048	0.532	0.062
49	images/49.png	xor	25	20	16	0	1	1	0	1	0	1	4	18	2	6	5	5	0	0	10.0	Linear	L1	0.1	400	5000	2585.092	6.463	0.695	0.693	0.421	0.048	0.532	0.062
